,place1,place2,flow,load_rate,max_flow,origin_flow,date
39,DC8,t,11200,0.0,0,0,2023-01-15
40,DC70,t,5200,0.0,0,0,2023-01-15
41,DC27,DC8,5800,0.10164382601380954,57062,0,2023-01-15
0,s,DC14,54000,0.0,0,0,2023-01-16
1,s,DC15,8100,0.0,0,0,2023-01-16
2,s,DC17,5100,0.0,0,0,2023-01-16
3,s,DC19,4900,0.0,0,0,2023-01-16
4,s,DC20,13150,0.0,0,0,2023-01-16
5,s,DC23,5300,0.0,0,0,2023-01-16
6,s,DC25,17800,0.0,0,0,2023-01-16
7,s,DC36,11500,0.0,0,0,2023-01-16
8,s,DC38,10100,0.0,0,0,2023-01-16
9,s,DC44,12500,0.0,0,0,2023-01-16
10,s,DC46,3800,0.0,0,0,2023-01-16
11,s,DC47,25100,0.0,0,0,2023-01-16
12,s,DC48,6300,0.0,0,0,2023-01-16
13,s,DC51,26200,0.0,0,0,2023-01-16
14,s,DC27,5800,0.0,0,0,2023-01-16
15,DC3,t,31300,0.0,0,0,2023-01-16
16,DC9,t,118500,0.0,0,0,2023-01-16
17,DC10,t,13150,0.0,0,0,2023-01-16
18,DC12,t,7200,0.0,0,0,2023-01-16
19,DC14,DC3,9900,0.10025782316364187,98905,16,2023-01-16
20,DC14,DC9,44100,0.1004034136751554,439995,77,2023-01-16
21,DC15,DC9,8100,0.10100506272289697,80194,0,2023-01-16
22,DC17,DC3,5100,0.10198368261078228,50008,0,2023-01-16
23,DC19,DC3,4900,0.10168612729950018,48217,3,2023-01-16
24,DC20,DC10,13150,0.10073077689090436,130546,0,2023-01-16
25,DC23,DC3,5300,0.10123197402349346,52355,0,2023-01-16
26,DC25,DC9,12700,0.10077199552512357,126037,1,2023-01-16
27,DC25,DC4,5100,0.10013351134846461,50932,0,2023-01-16
28,DC35,t,13100,0.0,0,0,2023-01-16
29,DC36,DC3,6100,0.10021356990307212,60870,0,2023-01-16
30,DC36,DC8,5400,0.4575295668479976,53861,19243,2023-01-16
31,DC38,DC4,10100,0.10054653512657913,100451,0,2023-01-16
32,DC44,DC9,12500,0.10043468130066929,124459,0,2023-01-16
33,DC46,DC9,3800,0.10173710553786033,37361,1,2023-01-16
34,DC47,DC9,4800,0.07358479012950433,65326,7,2023-01-16
35,DC47,DC12,7200,0.10124873439082012,71112,0,2023-01-16
36,DC47,DC35,13100,0.10042238729311838,130449,0,2023-01-16
37,DC48,DC9,6300,0.10003493283368796,62978,0,2023-01-16
38,DC51,DC9,26200,0.10026134837393863,261337,2,2023-01-16
39,DC4,t,15200,0.0,0,0,2023-01-16
40,DC8,t,11200,0.0,0,0,2023-01-16
41,DC27,DC8,5800,0.10164382601380954,57062,0,2023-01-16
0,s,DC14,44100,0.0,0,0,2023-01-17
1,s,DC15,8100,0.0,0,0,2023-01-17
2,s,DC17,5100,0.0,0,0,2023-01-17
3,s,DC19,10400,0.0,0,0,2023-01-17
4,s,DC20,13100,0.0,0,0,2023-01-17
5,s,DC23,5300,0.0,0,0,2023-01-17
6,s,DC25,17800,0.0,0,0,2023-01-17
7,s,DC36,11500,0.0,0,0,2023-01-17
8,s,DC38,10100,0.0,0,0,2023-01-17
9,s,DC44,12550,0.0,0,0,2023-01-17
10,s,DC46,3800,0.0,0,0,2023-01-17
11,s,DC47,26900,0.0,0,0,2023-01-17
12,s,DC48,6400,0.0,0,0,2023-01-17
13,s,DC51,31200,0.0,0,0,2023-01-17
14,s,DC58,4000,0.0,0,0,2023-01-17
15,s,DC18,2200,0.0,0,0,2023-01-17
16,s,DC27,5800,0.0,0,0,2023-01-17
17,DC3,t,26400,0.0,0,0,2023-01-17
18,DC9,t,120450,0.0,0,0,2023-01-17
19,DC10,t,17100,0.0,0,0,2023-01-17
20,DC12,t,12700,0.0,0,0,2023-01-17
21,DC14,DC9,44100,0.1004034136751554,439995,77,2023-01-17
22,DC15,DC9,8100,0.10100506272289697,80194,0,2023-01-17
23,DC17,DC3,5100,0.10198368261078228,50008,0,2023-01-17
24,DC19,DC3,4900,0.10168612729950018,48217,3,2023-01-17
25,DC19,DC12,5500,0.10058253136356166,54761,8,2023-01-17
26,DC20,DC10,13100,0.10034777013466517,130546,0,2023-01-17
27,DC23,DC3,5300,0.10123197402349346,52355,0,2023-01-17
28,DC25,DC9,12700,0.10077199552512357,126037,1,2023-01-17
29,DC25,DC4,5100,0.10013351134846461,50932,0,2023-01-17
30,DC35,t,13100,0.0,0,0,2023-01-17
31,DC36,DC3,6100,0.10021356990307212,60870,0,2023-01-17
32,DC36,DC8,5400,0.4575295668479976,53861,19243,2023-01-17
33,DC38,DC4,10100,0.10054653512657913,100451,0,2023-01-17
34,DC44,DC9,12550,0.10083642002587197,124459,0,2023-01-17
35,DC46,DC9,3800,0.10173710553786033,37361,1,2023-01-17
36,DC47,DC9,6600,0.10113890334629397,65326,7,2023-01-17
37,DC47,DC12,7200,0.10124873439082012,71112,0,2023-01-17
38,DC47,DC35,13100,0.10042238729311838,130449,0,2023-01-17
39,DC48,DC9,6400,0.10162278891041317,62978,0,2023-01-17
40,DC51,DC3,5000,0.10072927998710665,49638,0,2023-01-17
41,DC51,DC9,26200,0.10026134837393863,261337,2,2023-01-17
42,DC58,DC10,4000,0.10018032458425165,39928,0,2023-01-17
43,DC4,t,17400,0.0,0,0,2023-01-17
44,DC8,t,11200,0.0,0,0,2023-01-17
45,DC18,DC4,2200,0.050261588723127186,43771,0,2023-01-17
46,DC27,DC8,5800,0.10164382601380954,57062,0,2023-01-17
0,s,DC14,46800,0.0,0,0,2023-01-18
1,s,DC15,8100,0.0,0,0,2023-01-18
2,s,DC17,5100,0.0,0,0,2023-01-18
3,s,DC19,4900,0.0,0,0,2023-01-18
4,s,DC20,13150,0.0,0,0,2023-01-18
5,s,DC23,5300,0.0,0,0,2023-01-18
6,s,DC25,17800,0.0,0,0,2023-01-18
7,s,DC36,11500,0.0,0,0,2023-01-18
8,s,DC38,10100,0.0,0,0,2023-01-18
9,s,DC44,12500,0.0,0,0,2023-01-18
10,s,DC46,3800,0.0,0,0,2023-01-18
11,s,DC47,26900,0.0,0,0,2023-01-18
12,s,DC48,6400,0.0,0,0,2023-01-18
13,s,DC51,31200,0.0,0,0,2023-01-18
14,s,DC18,4400,0.0,0,0,2023-01-18
15,s,DC27,5800,0.0,0,0,2023-01-18
16,DC3,t,29100,0.0,0,0,2023-01-18
17,DC9,t,120400,0.0,0,0,2023-01-18
18,DC10,t,13150,0.0,0,0,2023-01-18
19,DC12,t,7200,0.0,0,0,2023-01-18
20,DC14,DC3,2700,0.027460694605934987,98905,16,2023-01-18
21,DC14,DC9,44100,0.1004034136751554,439995,77,2023-01-18
22,DC15,DC9,8100,0.10100506272289697,80194,0,2023-01-18
23,DC17,DC3,5100,0.10198368261078228,50008,0,2023-01-18
24,DC19,DC3,4900,0.10168612729950018,48217,3,2023-01-18
25,DC20,DC10,13150,0.10073077689090436,130546,0,2023-01-18
26,DC23,DC3,5300,0.10123197402349346,52355,0,2023-01-18
27,DC25,DC9,12700,0.10077199552512357,126037,1,2023-01-18
28,DC25,DC4,5100,0.10013351134846461,50932,0,2023-01-18
29,DC35,t,13100,0.0,0,0,2023-01-18
30,DC36,DC3,6100,0.10021356990307212,60870,0,2023-01-18
31,DC36,DC8,5400,0.4575295668479976,53861,19243,2023-01-18
32,DC38,DC4,10100,0.10054653512657913,100451,0,2023-01-18
33,DC44,DC9,12500,0.10043468130066929,124459,0,2023-01-18
34,DC46,DC9,3800,0.10173710553786033,37361,1,2023-01-18
35,DC47,DC9,6600,0.10113890334629397,65326,7,2023-01-18
36,DC47,DC12,7200,0.10124873439082012,71112,0,2023-01-18
37,DC47,DC35,13100,0.10042238729311838,130449,0,2023-01-18
38,DC48,DC9,6400,0.10162278891041317,62978,0,2023-01-18
39,DC51,DC3,5000,0.10072927998710665,49638,0,2023-01-18
40,DC51,DC9,26200,0.10026134837393863,261337,2,2023-01-18
41,DC4,t,19600,0.0,0,0,2023-01-18
42,DC8,t,11200,0.0,0,0,2023-01-18
43,DC18,DC4,4400,0.10052317744625437,43771,0,2023-01-18
44,DC27,DC8,5800,0.10164382601380954,57062,0,2023-01-18
0,s,DC14,52600,0.0,0,0,2023-01-19
1,s,DC15,8100,0.0,0,0,2023-01-19
2,s,DC17,5000,0.0,0,0,2023-01-19
3,s,DC20,13100,0.0,0,0,2023-01-19
4,s,DC23,5300,0.0,0,0,2023-01-19
5,s,DC25,17750,0.0,0,0,2023-01-19
6,s,DC36,11500,0.0,0,0,2023-01-19
7,s,DC38,10100,0.0,0,0,2023-01-19
8,s,DC44,12500,0.0,0,0,2023-01-19
9,s,DC46,3800,0.0,0,0,2023-01-19
10,s,DC47,26900,0.0,0,0,2023-01-19
11,s,DC48,6400,0.0,0,0,2023-01-19
12,s,DC51,31200,0.0,0,0,2023-01-19
13,s,DC58,4000,0.0,0,0,2023-01-19
14,s,DC18,4400,0.0,0,0,2023-01-19
15,s,DC27,5800,0.0,0,0,2023-01-19
16,DC3,t,29900,0.0,0,0,2023-01-19
17,DC9,t,120350,0.0,0,0,2023-01-19
18,DC10,t,17100,0.0,0,0,2023-01-19
19,DC12,t,7200,0.0,0,0,2023-01-19
20,DC14,DC3,8500,0.08610282594408776,98905,16,2023-01-19
21,DC14,DC9,44100,0.1004034136751554,439995,77,2023-01-19
22,DC15,DC9,8100,0.10100506272289697,80194,0,2023-01-19
23,DC17,DC3,5000,0.09998400255959046,50008,0,2023-01-19
24,DC20,DC10,13100,0.10034777013466517,130546,0,2023-01-19
25,DC23,DC3,5300,0.10123197402349346,52355,0,2023-01-19
26,DC25,DC9,12650,0.10037528662218237,126037,1,2023-01-19
27,DC25,DC4,5100,0.10013351134846461,50932,0,2023-01-19
28,DC35,t,13100,0.0,0,0,2023-01-19
29,DC36,DC3,6100,0.10021356990307212,60870,0,2023-01-19
30,DC36,DC8,5400,0.4575295668479976,53861,19243,2023-01-19
31,DC38,DC4,10100,0.10054653512657913,100451,0,2023-01-19
32,DC44,DC9,12500,0.10043468130066929,124459,0,2023-01-19
33,DC46,DC9,3800,0.10173710553786033,37361,1,2023-01-19
34,DC47,DC9,6600,0.10113890334629397,65326,7,2023-01-19
35,DC47,DC12,7200,0.10124873439082012,71112,0,2023-01-19
36,DC47,DC35,13100,0.10042238729311838,130449,0,2023-01-19
37,DC48,DC9,6400,0.10162278891041317,62978,0,2023-01-19
38,DC51,DC3,5000,0.10072927998710665,49638,0,2023-01-19
39,DC51,DC9,26200,0.10026134837393863,261337,2,2023-01-19
40,DC58,DC10,4000,0.10018032458425165,39928,0,2023-01-19
41,DC4,t,19600,0.0,0,0,2023-01-19
42,DC8,t,11200,0.0,0,0,2023-01-19
43,DC18,DC4,4400,0.10052317744625437,43771,0,2023-01-19
44,DC27,DC8,5800,0.10164382601380954,57062,0,2023-01-19
0,s,DC14,53985,0.0,0,0,2023-01-20
1,s,DC15,8100,0.0,0,0,2023-01-20
2,s,DC17,5100,0.0,0,0,2023-01-20
3,s,DC19,9900,0.0,0,0,2023-01-20
4,s,DC20,13150,0.0,0,0,2023-01-20
5,s,DC23,5300,0.0,0,0,2023-01-20
6,s,DC25,15015,0.0,0,0,2023-01-20
7,s,DC36,11500,0.0,0,0,2023-01-20
8,s,DC38,10100,0.0,0,0,2023-01-20
9,s,DC44,12500,0.0,0,0,2023-01-20
10,s,DC46,3800,0.0,0,0,2023-01-20
11,s,DC47,32100,0.0,0,0,2023-01-20
12,s,DC48,6400,0.0,0,0,2023-01-20
13,s,DC51,31200,0.0,0,0,2023-01-20
14,s,DC58,4000,0.0,0,0,2023-01-20
15,s,DC18,4400,0.0,0,0,2023-01-20
16,s,DC27,5800,0.0,0,0,2023-01-20
17,DC3,t,36300,0.0,0,0,2023-01-20
18,DC9,t,120385,0.0,0,0,2023-01-20
19,DC10,t,17150,0.0,0,0,2023-01-20
20,DC12,t,12200,0.0,0,0,2023-01-20
21,DC14,DC3,9900,0.10025782316364187,98905,16,2023-01-20
22,DC14,DC9,44085,0.10036932237866339,439995,77,2023-01-20
23,DC15,DC9,8100,0.10100506272289697,80194,0,2023-01-20
24,DC17,DC3,5100,0.10198368261078228,50008,0,2023-01-20
25,DC19,DC3,4900,0.10168612729950018,48217,3,2023-01-20
26,DC19,DC12,5000,0.09145194572779898,54761,8,2023-01-20
27,DC20,DC10,13150,0.10073077689090436,130546,0,2023-01-20
28,DC23,DC3,5300,0.10123197402349346,52355,0,2023-01-20
29,DC25,DC9,12700,0.10077199552512357,126037,1,2023-01-20
30,DC25,DC4,2315,0.04545276054346972,50932,0,2023-01-20
31,DC35,t,13100,0.0,0,0,2023-01-20
32,DC36,DC3,6100,0.10021356990307212,60870,0,2023-01-20
33,DC36,DC8,5400,0.4575295668479976,53861,19243,2023-01-20
34,DC38,DC4,10100,0.10054653512657913,100451,0,2023-01-20
35,DC44,DC9,12500,0.10043468130066929,124459,0,2023-01-20
36,DC46,DC9,3800,0.10173710553786033,37361,1,2023-01-20
37,DC47,DC9,6600,0.10113890334629397,65326,7,2023-01-20
38,DC47,DC12,7200,0.10124873439082012,71112,0,2023-01-20
39,DC47,DC35,13100,0.10042238729311838,130449,0,2023-01-20
40,DC47,DC70,5200,0.10168961201501878,51136,0,2023-01-20
41,DC48,DC9,6400,0.10162278891041317,62978,0,2023-01-20
42,DC51,DC3,5000,0.10072927998710665,49638,0,2023-01-20
43,DC51,DC9,26200,0.10026134837393863,261337,2,2023-01-20
44,DC58,DC10,4000,0.10018032458425165,39928,0,2023-01-20
45,DC4,t,16815,0.0,0,0,2023-01-20
46,DC8,t,11200,0.0,0,0,2023-01-20
47,DC70,t,5200,0.0,0,0,2023-01-20
48,DC18,DC4,4400,0.10052317744625437,43771,0,2023-01-20
49,DC27,DC8,5800,0.10164382601380954,57062,0,2023-01-20
0,s,DC15,8100,0.0,0,0,2023-01-21
1,s,DC17,11400,0.0,0,0,2023-01-21
2,s,DC19,13100,0.0,0,0,2023-01-21
3,s,DC20,13150,0.0,0,0,2023-01-21
4,s,DC22,6000,0.0,0,0,2023-01-21
5,s,DC23,8400,0.0,0,0,2023-01-21
6,s,DC25,21200,0.0,0,0,2023-01-21
7,s,DC26,2290,0.0,0,0,2023-01-21
8,s,DC30,3100,0.0,0,0,2023-01-21
9,s,DC36,11600,0.0,0,0,2023-01-21
10,s,DC38,10100,0.0,0,0,2023-01-21
11,s,DC40,3200,0.0,0,0,2023-01-21
12,s,DC41,3000,0.0,0,0,2023-01-21
13,s,DC44,15700,0.0,0,0,2023-01-21
14,s,DC45,2100,0.0,0,0,2023-01-21
15,s,DC46,3800,0.0,0,0,2023-01-21
16,s,DC47,32100,0.0,0,0,2023-01-21
17,s,DC48,6400,0.0,0,0,2023-01-21
18,s,DC49,2800,0.0,0,0,2023-01-21
19,s,DC51,31300,0.0,0,0,2023-01-21
20,s,DC58,11200,0.0,0,0,2023-01-21
21,s,DC18,4400,0.0,0,0,2023-01-21
22,s,DC27,8010,0.0,0,0,2023-01-21
23,DC3,t,36000,0.0,0,0,2023-01-21
24,DC9,t,90390,0.0,0,0,2023-01-21
25,DC10,t,17250,0.0,0,0,2023-01-21
26,DC12,t,15900,0.0,0,0,2023-01-21
27,DC14,t,6300,0.0,0,0,2023-01-21
28,DC15,DC9,8100,0.10100506272289697,80194,0,2023-01-21
29,DC17,DC3,5100,0.10198368261078228,50008,0,2023-01-21
30,DC17,DC14,6300,0.10072264500863337,62548,0,2023-01-21
31,DC19,DC3,4900,0.10168612729950018,48217,3,2023-01-21
32,DC19,DC12,5500,0.10058253136356166,54761,8,2023-01-21
33,DC19,DC35,2700,0.10311640696608616,26184,0,2023-01-21
34,DC20,DC10,13150,0.10073077689090436,130546,0,2023-01-21
35,DC22,DC3,3000,0.10048551816507617,29865,1,2023-01-21
36,DC22,DC8,3000,0.7874015748031497,29845,20500,2023-01-21
37,DC23,DC3,5300,0.10123197402349346,52355,0,2023-01-21
38,DC23,DC8,3100,0.8702805792604086,30936,23823,2023-01-21
39,DC25,DC3,3300,0.1012549476849437,32591,0,2023-01-21
40,DC25,DC9,12700,0.10077199552512357,126037,1,2023-01-21
41,DC25,DC4,5200,0.10209691353176785,50932,0,2023-01-21
42,DC26,DC9,2290,0.08215104614502723,27912,3,2023-01-21
43,DC30,DC35,3100,0.10103643830258784,30682,0,2023-01-21
44,DC35,t,18900,0.0,0,0,2023-01-21
45,DC36,DC3,6200,0.1018564153113192,60870,0,2023-01-21
46,DC36,DC8,5400,0.4575295668479976,53861,19243,2023-01-21
47,DC38,DC4,10100,0.10054653512657913,100451,0,2023-01-21
48,DC40,DC12,3200,0.10183124562853692,31454,3,2023-01-21
49,DC41,DC9,3000,0.1016260162601626,29520,0,2023-01-21
50,DC44,DC3,3200,0.1015429458543231,31563,5,2023-01-21
51,DC44,DC9,12500,0.10043468130066929,124459,0,2023-01-21
52,DC45,DC9,2100,0.10257412201436038,20473,0,2023-01-21
53,DC46,DC9,3800,0.10173710553786033,37361,1,2023-01-21
54,DC47,DC9,6600,0.10113890334629397,65326,7,2023-01-21
55,DC47,DC12,7200,0.10124873439082012,71112,0,2023-01-21
56,DC47,DC35,13100,0.10042238729311838,130449,0,2023-01-21
57,DC47,DC70,5200,0.10168961201501878,51136,0,2023-01-21
58,DC48,DC9,6400,0.10162278891041317,62978,0,2023-01-21
59,DC49,DC9,2800,0.10351966873706005,27048,0,2023-01-21
60,DC51,DC3,5000,0.10072927998710665,49638,0,2023-01-21
61,DC51,DC9,26300,0.10064399606638172,261337,2,2023-01-21
62,DC58,DC9,3800,0.10196309804762926,37288,2,2023-01-21
63,DC58,DC10,4100,0.10268483269885795,39928,0,2023-01-21
64,DC58,DC8,3300,0.10181414291003332,32412,0,2023-01-21
65,DC4,t,19700,0.0,0,0,2023-01-21
66,DC8,t,20600,0.0,0,0,2023-01-21
67,DC70,t,5200,0.0,0,0,2023-01-21
68,DC62,t,2210,0.0,0,0,2023-01-21
69,DC18,DC4,4400,0.10052317744625437,43771,0,2023-01-21
70,DC27,DC62,2210,0.10028588283341652,22037,0,2023-01-21
71,DC27,DC8,5800,0.10164382601380954,57062,0,2023-01-21
0,s,DC15,8100,0.0,0,0,2023-01-22
1,s,DC17,11400,0.0,0,0,2023-01-22
2,s,DC19,13100,0.0,0,0,2023-01-22
3,s,DC20,13100,0.0,0,0,2023-01-22
4,s,DC22,6000,0.0,0,0,2023-01-22
5,s,DC23,8400,0.0,0,0,2023-01-22
6,s,DC25,21200,0.0,0,0,2023-01-22
7,s,DC30,3100,0.0,0,0,2023-01-22
8,s,DC36,11600,0.0,0,0,2023-01-22
9,s,DC38,10100,0.0,0,0,2023-01-22
10,s,DC40,3200,0.0,0,0,2023-01-22
11,s,DC41,3000,0.0,0,0,2023-01-22
12,s,DC44,15750,0.0,0,0,2023-01-22
13,s,DC45,2100,0.0,0,0,2023-01-22
14,s,DC46,3800,0.0,0,0,2023-01-22
15,s,DC47,32100,0.0,0,0,2023-01-22
16,s,DC48,6400,0.0,0,0,2023-01-22
17,s,DC49,2800,0.0,0,0,2023-01-22
18,s,DC50,900,0.0,0,0,2023-01-22
19,s,DC51,31300,0.0,0,0,2023-01-22
20,s,DC58,11100,0.0,0,0,2023-01-22
21,s,DC18,4400,0.0,0,0,2023-01-22
22,s,DC27,5800,0.0,0,0,2023-01-22
23,DC3,t,36000,0.0,0,0,2023-01-22
24,DC9,t,89050,0.0,0,0,2023-01-22
25,DC10,t,17100,0.0,0,0,2023-01-22
26,DC12,t,15900,0.0,0,0,2023-01-22
27,DC14,t,6300,0.0,0,0,2023-01-22
28,DC15,DC9,8100,0.10100506272289697,80194,0,2023-01-22
29,DC17,DC3,5100,0.10198368261078228,50008,0,2023-01-22
30,DC17,DC14,6300,0.10072264500863337,62548,0,2023-01-22
31,DC19,DC3,4900,0.10168612729950018,48217,3,2023-01-22
32,DC19,DC12,5500,0.10058253136356166,54761,8,2023-01-22
33,DC19,DC35,2700,0.10311640696608616,26184,0,2023-01-22
34,DC20,DC10,13100,0.10034777013466517,130546,0,2023-01-22
35,DC22,DC3,3000,0.10048551816507617,29865,1,2023-01-22
36,DC22,DC8,3000,0.7874015748031497,29845,20500,2023-01-22
37,DC23,DC3,5300,0.10123197402349346,52355,0,2023-01-22
38,DC23,DC8,3100,0.8702805792604086,30936,23823,2023-01-22
39,DC25,DC3,3300,0.1012549476849437,32591,0,2023-01-22
40,DC25,DC9,12700,0.10077199552512357,126037,1,2023-01-22
41,DC25,DC4,5200,0.10209691353176785,50932,0,2023-01-22
42,DC30,DC35,3100,0.10103643830258784,30682,0,2023-01-22
43,DC35,t,18900,0.0,0,0,2023-01-22
44,DC36,DC3,6200,0.1018564153113192,60870,0,2023-01-22
45,DC36,DC8,5400,0.4575295668479976,53861,19243,2023-01-22
46,DC38,DC4,10100,0.10054653512657913,100451,0,2023-01-22
47,DC40,DC12,3200,0.10183124562853692,31454,3,2023-01-22
48,DC41,DC9,3000,0.1016260162601626,29520,0,2023-01-22
49,DC44,DC3,3200,0.1015429458543231,31563,5,2023-01-22
50,DC44,DC9,12550,0.10083642002587197,124459,0,2023-01-22
51,DC45,DC9,2100,0.10257412201436038,20473,0,2023-01-22
52,DC46,DC9,3800,0.10173710553786033,37361,1,2023-01-22
53,DC47,DC9,6600,0.10113890334629397,65326,7,2023-01-22
54,DC47,DC12,7200,0.10124873439082012,71112,0,2023-01-22
55,DC47,DC35,13100,0.10042238729311838,130449,0,2023-01-22
56,DC47,DC70,5200,0.10168961201501878,51136,0,2023-01-22
57,DC48,DC9,6400,0.10162278891041317,62978,0,2023-01-22
58,DC49,DC9,2800,0.10351966873706005,27048,0,2023-01-22
59,DC50,DC9,900,0.04241881510109818,21217,0,2023-01-22
60,DC51,DC3,5000,0.10072927998710665,49638,0,2023-01-22
61,DC51,DC9,26300,0.10064399606638172,261337,2,2023-01-22
62,DC58,DC9,3800,0.10196309804762926,37288,2,2023-01-22
63,DC58,DC10,4000,0.10018032458425165,39928,0,2023-01-22
64,DC58,DC8,3300,0.10181414291003332,32412,0,2023-01-22
65,DC4,t,19700,0.0,0,0,2023-01-22
66,DC8,t,20600,0.0,0,0,2023-01-22
67,DC70,t,5200,0.0,0,0,2023-01-22
68,DC18,DC4,4400,0.10052317744625437,43771,0,2023-01-22
69,DC27,DC8,5800,0.10164382601380954,57062,0,2023-01-22
0,s,DC15,8100,0.0,0,0,2023-01-23
1,s,DC17,11400,0.0,0,0,2023-01-23
2,s,DC19,13100,0.0,0,0,2023-01-23
3,s,DC20,13200,0.0,0,0,2023-01-23
4,s,DC22,6000,0.0,0,0,2023-01-23
5,s,DC23,14600,0.0,0,0,2023-01-23
6,s,DC25,15702,0.0,0,0,2023-01-23
7,s,DC30,3100,0.0,0,0,2023-01-23
8,s,DC36,11598,0.0,0,0,2023-01-23
9,s,DC38,10100,0.0,0,0,2023-01-23
10,s,DC40,3200,0.0,0,0,2023-01-23
11,s,DC41,3000,0.0,0,0,2023-01-23
12,s,DC44,12550,0.0,0,0,2023-01-23
13,s,DC46,3800,0.0,0,0,2023-01-23
14,s,DC47,32100,0.0,0,0,2023-01-23
15,s,DC48,6400,0.0,0,0,2023-01-23
16,s,DC49,2800,0.0,0,0,2023-01-23
17,s,DC50,4300,0.0,0,0,2023-01-23
18,s,DC51,33600,0.0,0,0,2023-01-23
19,s,DC58,11200,0.0,0,0,2023-01-23
20,s,DC18,7200,0.0,0,0,2023-01-23
21,s,DC27,5800,0.0,0,0,2023-01-23
22,DC3,t,29498,0.0,0,0,2023-01-23
23,DC9,t,88250,0.0,0,0,2023-01-23
24,DC10,t,20100,0.0,0,0,2023-01-23
25,DC12,t,15900,0.0,0,0,2023-01-23
26,DC14,t,6300,0.0,0,0,2023-01-23
27,DC15,DC9,8100,0.10100506272289697,80194,0,2023-01-23
28,DC17,DC3,5100,0.10198368261078228,50008,0,2023-01-23
29,DC17,DC14,6300,0.10072264500863337,62548,0,2023-01-23
30,DC19,DC3,4900,0.10168612729950018,48217,3,2023-01-23
31,DC19,DC12,5500,0.10058253136356166,54761,8,2023-01-23
32,DC19,DC35,2700,0.10311640696608616,26184,0,2023-01-23
33,DC20,DC10,13200,0.10111378364714353,130546,0,2023-01-23
34,DC22,DC3,3000,0.10048551816507617,29865,1,2023-01-23
35,DC22,DC8,3000,0.7874015748031497,29845,20500,2023-01-23
36,DC23,DC3,5300,0.10123197402349346,52355,0,2023-01-23
37,DC23,DC35,6200,0.09858953360789989,62887,0,2023-01-23
38,DC23,DC8,3100,0.8702805792604086,30936,23823,2023-01-23
39,DC25,DC9,12700,0.10077199552512357,126037,1,2023-01-23
40,DC25,DC4,3002,0.0589413335427629,50932,0,2023-01-23
41,DC30,DC35,3100,0.10103643830258784,30682,0,2023-01-23
42,DC35,t,29500,0.0,0,0,2023-01-23
43,DC36,DC3,6198,0.10182355840315427,60870,0,2023-01-23
44,DC36,DC8,5400,0.4575295668479976,53861,19243,2023-01-23
45,DC38,DC4,10100,0.10054653512657913,100451,0,2023-01-23
46,DC40,DC12,3200,0.10183124562853692,31454,3,2023-01-23
47,DC41,DC9,3000,0.1016260162601626,29520,0,2023-01-23
48,DC44,DC9,12550,0.10083642002587197,124459,0,2023-01-23
49,DC46,DC9,3800,0.10173710553786033,37361,1,2023-01-23
50,DC47,DC9,6600,0.10113890334629397,65326,7,2023-01-23
51,DC47,DC12,7200,0.10124873439082012,71112,0,2023-01-23
52,DC47,DC35,13100,0.10042238729311838,130449,0,2023-01-23
53,DC47,DC70,5200,0.10168961201501878,51136,0,2023-01-23
54,DC48,DC9,6400,0.10162278891041317,62978,0,2023-01-23
55,DC49,DC9,2800,0.10351966873706005,27048,0,2023-01-23
56,DC50,DC9,2200,0.10369043691379554,21217,0,2023-01-23
57,DC50,DC35,2100,0.10303714243658309,20381,0,2023-01-23
58,DC51,DC3,5000,0.10072927998710665,49638,0,2023-01-23
59,DC51,DC9,26300,0.10064399606638172,261337,2,2023-01-23
60,DC51,DC35,2300,0.10152284263959391,22655,0,2023-01-23
61,DC58,DC9,3800,0.10196309804762926,37288,2,2023-01-23
62,DC58,DC10,4100,0.10268483269885795,39928,0,2023-01-23
63,DC58,DC8,3300,0.10181414291003332,32412,0,2023-01-23
64,DC4,t,17502,0.0,0,0,2023-01-23
65,DC8,t,20600,0.0,0,0,2023-01-23
66,DC70,t,5200,0.0,0,0,2023-01-23
67,DC18,DC4,4400,0.10052317744625437,43771,0,2023-01-23
68,DC18,DC10,2800,0.10179597178797353,27506,0,2023-01-23
69,DC27,DC8,5800,0.10164382601380954,57062,0,2023-01-23
0,s,DC15,8100,0.0,0,0,2023-01-24
1,s,DC17,11400,0.0,0,0,2023-01-24
2,s,DC19,13100,0.0,0,0,2023-01-24
3,s,DC20,13200,0.0,0,0,2023-01-24
4,s,DC22,6000,0.0,0,0,2023-01-24
5,s,DC23,14800,0.0,0,0,2023-01-24
6,s,DC25,16266,0.0,0,0,2023-01-24
7,s,DC26,700,0.0,0,0,2023-01-24
8,s,DC36,11600,0.0,0,0,2023-01-24
9,s,DC38,10100,0.0,0,0,2023-01-24
10,s,DC40,3200,0.0,0,0,2023-01-24
11,s,DC41,3000,0.0,0,0,2023-01-24
12,s,DC44,15750,0.0,0,0,2023-01-24
13,s,DC45,2100,0.0,0,0,2023-01-24
14,s,DC46,3834,0.0,0,0,2023-01-24
15,s,DC47,32100,0.0,0,0,2023-01-24
16,s,DC48,6400,0.0,0,0,2023-01-24
17,s,DC49,2800,0.0,0,0,2023-01-24
18,s,DC50,4300,0.0,0,0,2023-01-24
19,s,DC51,33600,0.0,0,0,2023-01-24
20,s,DC58,11200,0.0,0,0,2023-01-24
21,s,DC18,7200,0.0,0,0,2023-01-24
